"GeneIDs","count"
"Yippee_family_putative_zinc-binding_protein,[LOW_BITSCORE]_P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein,NADH_dehydrogenase_subunit_2_(chloroplast),NADH_dehydrogenase_subunit_2_(chloroplast)",2
"[LOW_BITSCORE]_ASH1-related_protein_2,fatty_acid_biosynthesis_1",2
"[LOW_BITSCORE]_B-block-binding_subunit_of_TFIIIC_protein,NAC_domain_containing_protein_28,NAC_domain_containing_protein_28",2
"[LOW_BITSCORE]_Calcium-dependent_protein_kinase_(CDPK)_family_protein,Fibronectin_type_III_domain-containing_protein",2
"[LOW_BITSCORE]_Chalcone_and_stilbene_synthase_family_protein,[LOW_BITSCORE]_D-aminoacid_aminotransferase-like_PLP-dependent_enzymes_superfamily_protein,[LOW_BITSCORE]_phosphatidylglycerolphosphate_synthase_1",2
"[LOW_BITSCORE]_GOLDEN2-like_2,[LOW_BITSCORE]_GOLDEN2-like_2,Chaperone_DnaJ-domain_superfamily_protein,Chaperone_DnaJ-domain_superfamily_protein,xyloglucan_endotransglucosylase/hydrolase_26,[LOW_BITSCORE]_protease_Do-like_protein,Chaperone_DnaJ-domain_superfamily_protein,Chaperone_DnaJ-domain_superfamily_protein",2
"[LOW_BITSCORE]_Glutamyl-tRNA_reductase_family_protein",2
"[LOW_BITSCORE]_HOPM_interactor_7,Ca-2+_dependent_nuclease,Mitochondrial_substrate_carrier_family_protein,[LOW_BITSCORE]_Heavy_metal_transport/detoxification_superfamily_protein,[LOW_BITSCORE]_Glycosyltransferase_family_61_protein,[LOW_BITSCORE]_sulfotransferase_12,[LOW_BITSCORE]_cytochrome_P450,_family_71,_subfamily_A,_polypeptide_22,[LOW_BITSCORE]_cytochrome_P450,_family_71,_subfamily_A,_polypeptide_22",2
"[LOW_BITSCORE]_SC35-like_splicing_factor_28,histone_deacetylase_complex_subunit,NAC_domain_containing_protein_71,RUB1_conjugating_enzyme_1",2
"[LOW_BITSCORE]_SC35-like_splicing_factor_30,[LOW_BITSCORE]_DNA-binding_HORMA_family_protein,salt_tolerance_homolog2",2
"[LOW_BITSCORE]_U5_small_nuclear_ribonucleoprotein_helicase,Ribosomal_protein_S5/Elongation_factor_G/III/V_family_protein",2
"[LOW_BITSCORE]_Zinc-finger_domain_of_monoamine-oxidase_A_repressor_R1_protein,[LOW_BITSCORE]_pre-mRNA-processing_protein_40A",2
"[LOW_BITSCORE]_annexin_4,CBL-interacting_protein_kinase_12,[LOW_BITSCORE]_protein_kinase_family_protein",2
"[LOW_BITSCORE]_cellulose_synthase-like_B6,F-box/RNI-like_superfamily_protein,F-box/RNI-like_superfamily_protein,mitogen-activated_protein_kinase_3,DNAJ_heat_shock_family_protein,ascorbate_peroxidase_1",2
"[LOW_BITSCORE]_flavonol_synthase_6,[LOW_BITSCORE]_calcium-dependent_protein_kinase_34,Pentatricopeptide_repeat_(PPR)_superfamily_protein,Pentatricopeptide_repeat_(PPR)_superfamily_protein,[LOW_BITSCORE]_Auxin-responsive_family_protein,carboxyesterase_18",2
"[LOW_BITSCORE]_glycine-rich_protein_3",2
"[LOW_BITSCORE]_iron-regulated_protein_3,Galactosyltransferase_family_protein,ER_membrane_protein_complex_subunit-like_protein_(DUF2012),vesicle-associated_membrane_protein_713",2
"[LOW_BITSCORE]_kinesin-like_protein,HSP20-like_chaperones_superfamily_protein,[LOW_BITSCORE]_homeobox_protein_6",2
"[LOW_BITSCORE]_leucine-rich_repeat_transmembrane_protein_kinase_family_protein",2
"alpha/beta-Hydrolases_superfamily_protein",2
"alpha/beta-Hydrolases_superfamily_protein,[LOW_BITSCORE]_SET-domain_containing_protein_lysine_methyltransferase_family_protein,[LOW_BITSCORE]_ATP/DNA_binding_protein,H[+]-ATPase_7,uncharacterized_protein_AT2G44850,ethylene-responsive_element_binding_factor_13",2
"arogenate_dehydratase_6,[LOW_BITSCORE]_myosin_heavy_chain-like_protein,nucleobase-ascorbate_transporter_12,binding_protein,transcriptional_activator_(DUF662)",2
"aspartate_kinase_1,[LOW_BITSCORE]_U2_snRNP_auxilliary_factor,_large_subunit,_splicing_factor,fatty_acid_desaturase_2,fatty_acid_desaturase_2,Ha412HOChr06g0263631",2
"basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein",2
"basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein,Ha412HOChr07g0306081",2
"calmodulin_1,ATPase_E1-E2_type_family_protein_/_haloacid_dehalogenase-like_hydrolase_family_protein,ATPase_E1-E2_type_family_protein_/_haloacid_dehalogenase-like_hydrolase_family_protein,ATPase_E1-E2_type_family_protein_/_haloacid_dehalogenase-like_hydrolase_family_protein",2
"carbon-sulfur_lyase,ATP-dependent_RNA_helicase,NADH-ubiquinone_dehydrogenase,structural_maintenance_of_chromosomes_protein,STELAR_K+_outward_rectifier",2
"carboxyesterase_18",2
"carboxyl-terminal_peptidase_(DUF239)",2
"casein_kinase_II_beta_subunit_4,[LOW_BITSCORE]_Galactosyltransferase_family_protein,NOD26-like_intrinsic_protein_1;2,Cox19_family_protein_(CHCH_motif),HOPM_interactor_7",2
"chloride_channel_B,Cupredoxin_superfamily_protein,Myzus_persicae-induced_lipase_1",2
"chloride_channel_C,[LOW_BITSCORE]_UDP-glucosyl_transferase_76C1,chloride_channel_C,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,HOPW1-1-interacting_2",2
"chloride_channel_C,[LOW_BITSCORE]_protein_phosphatase",2
"cytochrome_P450,_family_716,_subfamily_A,_polypeptide_1,PREFOLDIN_1,Protein_kinase_superfamily_protein,cycloartenol_synthase_1,regulatory_particle_non-ATPase_13,RNA_helicase,_ATP-dependent,_SK12/DOB1_protein",2
"diacylglycerol_acyltransferase_family,Auxin_efflux_carrier_family_protein",2
"diaminopimelate_epimerase_family_protein",2
"disease_resistance_family_protein_/_LRR_family_protein,disease_resistance_family_protein_/_LRR_family_protein,[LOW_BITSCORE]_Transcription_factor_jumonji_(jmj)_family_protein_/_zinc_finger_(C5HC2_type)_family_protein,Ha412HOChr07g0324271,disease_resistance_family_protein_/_LRR_family_protein,receptor_like_protein_15",2
"embryonic_cell_protein_63",2
"exocyst_subunit_exo70_family_protein_H6",2
"fatty_acyl-ACP_thioesterases_B",2
"gamete_expressed_protein_1,[LOW_BITSCORE]_cullin4,Galactose_oxidase/kelch_repeat_superfamily_protein",2
"glutamine_dumper_2,receptor-like_kinase_in_flowers_1",2
"glutamyl-tRNA_(Gln)_amidotransferase_subunit_A_(DUF620)",2
"glutathione_S-transferase_F11,[LOW_BITSCORE]_Lung_seven_transmembrane_receptor_family_protein,[LOW_BITSCORE]_Glycosyl_hydrolase_family_protein",2
"hercules_receptor_kinase_1,Malectin/receptor-like_protein_kinase_family_protein,hercules_receptor_kinase_1,Malectin/receptor-like_protein_kinase_family_protein,Protein_kinase_superfamily_protein",2
"homeobox_knotted-like_protein,wall-associated_receptor_kinase_galacturonan-binding_protein",2
"hydroxyproline-rich_glycoprotein_family_protein,Galactose_oxidase/kelch_repeat_superfamily_protein,lysyl-tRNA_synthetase_1",2
"lectin_protein_kinase_family_protein,lectin_protein_kinase_family_protein,Protein_kinase_superfamily_protein,S-locus_lectin_protein_kinase_family_protein,THAUMATIN-LIKE_PROTEIN_1,Curculin-like_(mannose-binding)_lectin_family_protein",2
"metallothionein_2A",2
"multidrug_resistance-associated_protein_9,disease_resistance_family_protein_/_LRR_family_protein,DnaJ/Hsp40_cysteine-rich_domain_superfamily_protein,alpha/beta-Hydrolases_superfamily_protein",2
"osmotin_34,[LOW_BITSCORE]_NADH_dehydrogenase_ubiquinone_1_beta_subcomplex_subunit,osmotin_34,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,3'-5'-exoribonuclease_family_protein,osmotin_34,osmotin_34",2
"phosphate_transporter_1;7,root_UVB_sensitive_protein_(Protein_of_unknown_function,_DUF647),RmlC-like_cupins_superfamily_protein,RmlC-like_cupins_superfamily_protein",2
"plant_glycogenin-like_starch_initiation_protein_3,Pre-mRNA_splicing_Prp18-interacting_factor,WEAK_CHLOROPLAST_MOVEMENT_UNDER_BLUE_LIGHT-like_protein_(DUF827),alpha-amylase-like_protein,sterol_carrier_protein_2",2
"plasma_membrane_fusion_protein,Ha412HOChr07g0297551",2
"plastid_transcriptionally_active_3,mediator_of_RNA_polymerase_II_transcription_subunit-like_protein,lipoic_acid_synthase_1",2
"pyrroline-5-carboxylate_reductase",2
"receptor_like_protein_29,protein_phosphatase_5.2,cytochrome_P450,_family_72,_subfamily_A,_polypeptide_15,cytochrome_P450,_family_72,_subfamily_A,_polypeptide_13,cytochrome_P450,_family_72,_subfamily_A,_polypeptide_15,[LOW_BITSCORE]_Nucleic_acid-binding,_OB-fold-like_protein",2
"receptor_like_protein_43,receptor_like_protein_6",2
"scarecrow-like_5,[LOW_BITSCORE]_P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein,Protein_kinase_superfamily_protein,[LOW_BITSCORE]_Transducin/WD40_repeat-like_superfamily_protein,[LOW_BITSCORE]_Zinc_finger_(C3HC4-type_RING_finger)_family_protein,Leucine-rich_repeat_protein_kinase_family_protein,helicase_with_zinc_finger_protein",2
"serine_carboxypeptidase-like_45,dual_specificity_protein_phosphatase_family_protein,CLPC_homologue_1,Pentatricopeptide_repeat_(PPR)_superfamily_protein,Glycosyl_hydrolase_family_38_protein,Glycosyl_hydrolase_family_38_protein",2
"signal_transducer,_putative_(DUF3550/UPF0682),[LOW_BITSCORE]_F-box_protein_with_a_domain_protein",2
"squamosa_promoter_binding_protein-like_2,Ran_BP2/NZF_zinc_finger-like_superfamily_protein",2
"strawberry_notch_protein_(DUF616),HrpN-interacting_protein_from_malus_protein,Plasma-membrane_choline_transporter_family_protein,Ha412HOChr11g0489691,thioredoxin_M-type_4,Nucleotide-diphospho-sugar_transferases_superfamily_protein,AAA-type_ATPase_family_protein,AAA-type_ATPase_family_protein,Integrase-type_DNA-binding_superfamily_protein,ribosomal_protein_5B",2
"sulfotransferase_17,sulfotransferase_17,[LOW_BITSCORE]_Glycosyl_hydrolase_family_85,sulfotransferase_17,uncharacterized_protein_AT1G01730,UvrABC_system_protein_A,Bestrophin-like_protein,Cytidine/deoxycytidylate_deaminase_family_protein",2
"suppressor",2
"symplekin",2
"terpene_synthase_21,terpene_synthase_21,Terpenoid_cyclases/Protein_prenyltransferases_superfamily_protein,[LOW_BITSCORE]_Terpenoid_cyclases/Protein_prenyltransferases_superfamily_protein,[LOW_BITSCORE]_RING/U-box_superfamily_protein",2
"tetratricopeptide_repeat_(TPR)-containing_protein,[LOW_BITSCORE]_Calmodulin-binding_protein,WRKY_DNA-binding_protein_4,WRKY_DNA-binding_protein_2",2
"tobamovirus_multiplication_2A",2
"translocase_inner_membrane_subunit_17-2,alternative_oxidase_1D,alternative_oxidase_1A,multidrug_resistance-associated_protein_3,urea-proton_symporter_DEGRADATION_OF_UREA_3_(DUR3),strictosidine_synthase_2,strictosidine_synthase_2,breast_basic_conserved_1",2
"transmembrane_protein_(DUF872),Disease_resistance_protein_(CC-NBS-LRR_class)_family",2
"type-1_restriction_enzyme_mjaxp_r_protein_(DUF668)",2
"tyrosine_sulfotransferase-like_protein,[LOW_BITSCORE]_FAD-dependent_oxidoreductase_family_protein,Subtilisin-like_serine_endopeptidase_family_protein,[LOW_BITSCORE]_Auxin-responsive_GH3_family_protein,Ha412HOChr14g0636321",2
"uncharacterized_protein_AT1G05575,10-formyltetrahydrofolate_synthetase,Plastid-lipid_associated_protein_PAP_/_fibrillin_family_protein,PRLI-interacting_factor,Protein_kinase_superfamily_protein,selenoprotein_O",2
"uncharacterized_protein_AT1G13650,F-box_family_protein",2
"uncharacterized_protein_AT1G44920,Ha412HOChr04g0170791,Chaperone_DnaJ-domain_superfamily_protein,RING/U-box_superfamily_protein",2
"vesicle-associated_membrane_protein_727,AMMECR1_family,[LOW_BITSCORE]_F1F0-ATPase_inhibitor_protein,germin-like_protein_10,Glycolipid_transfer_protein_(GLTP)_family_protein,ARM_repeat_superfamily_protein,[LOW_BITSCORE]_F-box/RNI-like_superfamily_protein,small_nuclear_ribonucleoprotein_F",2
"white-brown_complex-like_protein,nucleoporin_protein_Ndc1-Nup_protein",2
"1-deoxy-D-xylulose_5-phosphate_synthase_3",1
"12-oxophytodienoate_reductase_1",1
"12-oxophytodienoate_reductase_2,12-oxophytodienoate_reductase_2",1
"2-oxoacid_dehydrogenases_acyltransferase_family_protein,leucine-rich_repeat_transmembrane_protein_kinase_family_protein,Ribosomal_protein_L7Ae/L30e/S12e/Gadd45_family_protein,leucine-rich_repeat_transmembrane_protein_kinase_family_protein",1
"2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein",1
"2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein,HR-like_lesion-inducing_protein-like_protein,3-hydroxyacyl-CoA_dehydratase_1,uncharacterized_protein_AT1G04330,plant/protein_(DUF668),Ha412HOChr03g0142741,UDP-Glycosyltransferase_superfamily_protein,Signal_transduction_histidine_kinase,_hybrid-type,_ethylene_sensor,[LOW_BITSCORE]_Endomembrane_protein_70_protein_family",1
"2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein,[LOW_BITSCORE]_uncharacterized_protein_AT5G30360,[LOW_BITSCORE]_uncharacterized_protein_AT5G28919,cytochrome_P450,_family_79,_subfamily_B,_polypeptide_2,cytochrome_P450,_family_79,_subfamily_B,_polypeptide_3,2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein,2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein,subtilase_family_protein,Pentatricopeptide_repeat_(PPR)_superfamily_protein",1
"20S_proteasome_alpha_subunit_F2",1
"26S_proteasome_regulatory_subunit_S2_1A,late_embryogenesis_abundant_domain-containing_protein_/_LEA_domain-containing_protein,tubulin_folding_cofactor_E_/_Pfifferling_(PFI),[LOW_BITSCORE]_Regulator_of_chromosome_condensation_(RCC1)_family_with_FYVE_zinc_finger_domain-containing_protein,[LOW_BITSCORE]_SPIRAL1-like2,alpha/beta-Hydrolases_superfamily_protein,HSP20-like_chaperones_superfamily_protein",1
"3-ketoacyl-acyl_carrier_protein_synthase_I,DCD_(Development_and_Cell_Death)_domain_protein,FtsH_extracellular_protease_family,signal_recognition_particle_binding_protein,SGNH_hydrolase-type_esterase_superfamily_protein,phosphoinositide_4-kinase_gamma_4,Late_embryogenesis_abundant_(LEA)_hydroxyproline-rich_glycoprotein_family",1
"3beta-hydroxysteroid-dehydrogenase/decarboxylase_isoform_2",1
"4'-phosphopantetheinyl_transferase_superfamily,LOW_protein:_ankyrin_repeat_protein,_partial,Ankyrin_repeat_family_protein,[LOW_BITSCORE]_terminal_EAR1-like_2,Ankyrin_repeat_family_protein,Ribosomal_protein_S25_family_protein,hemerythrin_HHE_cation-binding_domain_protein,[LOW_BITSCORE]_ARID/BRIGHT_DNA-binding_domain-containing_protein",1
"AAA-type_ATPase_family_protein,AAA-type_ATPase_family_protein,AAA-type_ATPase_family_protein,AAA-type_ATPase_family_protein,NB-ARC_domain-containing_disease_resistance_protein,galacturonosyltransferase_1,[LOW_BITSCORE]_lon_protease_1",1
"ABA-responsive_element_binding_protein_3,Leucine-rich_repeat_(LRR)_family_protein,proteasome_family_protein,SAUR-like_auxin-responsive_protein_family",1
"ABI-1-like_1,Homeodomain-like_superfamily_protein,Subtilisin-like_serine_endopeptidase_family_protein",1
"ADP-ribosylation_factor_A1B,uncharacterized_protein_AT1G60460,uncharacterized_protein_AT1G60460,[LOW_BITSCORE]_NADH_dehydrogenase_subunit_I_(chloroplast),[LOW_BITSCORE]_Protein_kinase_superfamily_protein,SBP_(S-ribonuclease_binding_protein)_family_protein,[LOW_BITSCORE]_Ribosomal_S17_family_protein,ubiquitin_6",1
"AGAMOUS-like_104,Sec23/Sec24_protein_transport_family_protein",1
"AGAMOUS-like_104,[LOW_BITSCORE]_cotton_fiber_protein,NAD(P)-linked_oxidoreductase_superfamily_protein,[LOW_BITSCORE]_alpha/beta-Hydrolases_superfamily_protein,Lactate/malate_dehydrogenase_family_protein,myb_domain_protein_15,histone_acetyltransferase_subunit_NuA4-domain_protein,[LOW_BITSCORE]_PHD_type_transcription_factor_with_transmembrane_domain_protein_(PTM),cryptochrome_2,phosphate_transporter_1;7,[LOW_BITSCORE]_Pentatricopeptide_repeat_(PPR)_superfamily_protein,phosphate_transporter_1;4,FGGY_family_of_carbohydrate_kinase,[LOW_BITSCORE]_Rho_GTPase_activation_protein_(RhoGAP)_with_PH_domain-containing_protein,RNA-binding_ASCH_domain_protein,UDP-Glycosyltransferase_superfamily_protein",1
"AGAMOUS-like_15",1
"AGAMOUS-like_20",1
"AGC_kinase_1.7,uncharacterized_protein_AT4G13530",1
"AP2/B3-like_transcriptional_factor_family_protein",1
"ARM_repeat_superfamily_protein,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein",1
"ARM_repeat_superfamily_protein,adenylate_cyclase,Matrixin_family_protein",1
"ATP_binding_microtubule_motor_family_protein,SAUR-like_auxin-responsive_protein_family,glycosyl_hydrolase_9B5,glycosyl_hydrolase_9B7",1
"AZA-guanine_resistant1,villin_2",1
"Acyl-CoA_N-acyltransferase_with_RING/FYVE/PHD-type_zinc_finger_protein,O-fucosyltransferase_family_protein",1
"Alcohol_dehydrogenase_transcription_factor_Myb/SANT-like_family_protein,NUP50_(Nucleoporin_50_kDa)_protein,centromere_protein_C,AUX/IAA_transcriptional_regulator_family_protein,ABC2_homolog_12,Ha412HOChr02g0049891,P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein",1
"Alcohol_dehydrogenase_transcription_factor_Myb/SANT-like_family_protein,vacuolar_protein_sorting_45,Pentatricopeptide_repeat_(PPR-like)_superfamily_protein,RAD3-like_DNA-binding_helicase_protein,[LOW_BITSCORE]_uncharacterized_protein_AT1G67910,Regulator_of_Vps4_activity_in_the_MVB_pathway_protein,tRNA_(guanine-N-7)_methyltransferase,Mitochondrial_substrate_carrier_family_protein,pyridoxine_biosynthesis_1.2,RAD3-like_DNA-binding_helicase_protein,late_embryogenesis_abundant_protein,_group_2,2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein,2-oxoglutarate_(2OG)_and_Fe(II)-dependent_oxygenase_superfamily_protein",1
"Aldolase_superfamily_protein,hydroxyproline-rich_glycoprotein_family_protein,CCR4-NOT_transcription_complex_subunit,[LOW_BITSCORE]_protein_kinase_family_protein",1
"Ankyrin_repeat_family_protein,Ankyrin_repeat_family_protein,[LOW_BITSCORE]_Ankyrin_repeat_family_protein,Ankyrin_repeat_family_protein,Ha412HOChr04g0164361,[LOW_BITSCORE]_Histidine_kinase-,_DNA_gyrase_B-,_and_HSP90-like_ATPase_family_protein,[LOW_BITSCORE]_GAG/POL/ENV_polyprotein,Ankyrin_repeat_family_protein",1
"Ankyrin_repeat_family_protein,Protein_kinase_superfamily_protein,Ha412HOChr09g0381411",1
"Ankyrin_repeat_family_protein_/_BTB/POZ_domain-containing_protein",1
"Ankyrin_repeat_family_protein_with_DHHC_zinc_finger_domain-containing_protein,Octicosapeptide/Phox/Bem1p_(PB1)_domain-containing_protein_/_tetratricopeptide_repeat_(TPR)-containing_protein,ER_lectin-like_protein,Sterile_alpha_motif_(SAM)_domain-containing_protein",1
"Armadillo/beta-catenin-like_repeat_family_protein,senescence-associated_E3_ubiquitin_ligase_1,oligopeptide_transporter_1",1
"BTB/POZ_domain-containing_protein,BEL1-like_homeodomain_1,[LOW_BITSCORE]_E2F_transcription_factor_3",1
"Barwin-related_endoglucanase",1
"Basic-leucine_zipper_(bZIP)_transcription_factor_family_protein,[LOW_BITSCORE]_DEK_carboxy-terminal_domain_protein",1
"Biotin/lipoate_A/B_protein_ligase_family,[LOW_BITSCORE]_2-oxoglutarate-dependent_dioxygenase_family_protein",1
"C-8,7_sterol_isomerase,Peroxidase_superfamily_protein,[LOW_BITSCORE]_5'-3'_exonuclease_family_protein,5'-3'_exonuclease_family_protein,NHL_domain_protein",1
"CAP_(Cysteine-rich_secretory_proteins,_Antigen_5,_and_Pathogenesis-related_1_protein)_superfamily_protein,uncharacterized_protein_AT3G49720,FAD/NAD(P)-binding_oxidoreductase_family_protein,Concanavalin_A-like_lectin_protein_kinase_family_protein,oligopeptide_transporter_4,trichome_birefringence-like_protein_(DUF828),transcription_elongation_factor,[LOW_BITSCORE]_golgin_family_A_protein,Ankyrin_repeat_family_protein_with_DHHC_zinc_finger_domain-containing_protein,[LOW_BITSCORE]_Concanavalin_A-like_lectin_protein_kinase_family_protein,[LOW_BITSCORE]_RING/U-box_superfamily_protein",1
"CCCH-type_zinc_fingerfamily_protein_with_RNA-binding_domain-containing_protein,DNA-binding_bromodomain-containing_protein",1
"CLAVATA3/ESR-RELATED_25,Leucine-rich_repeat_protein_kinase_family_protein,[LOW_BITSCORE]_plant/protein,SIN3-like_2",1
"CTC-interacting_domain_7",1
"CYCLIN_D4;1",1
"Calcium-dependent_ARF-type_GTPase_activating_protein_family",1
"Calcium-dependent_lipid-binding_(CaLB_domain)_family_protein",1
"Calcium-dependent_phospholipid-binding_Copine_family_protein,Amino_acid_kinase_family_protein,DNAJ_heat_shock_N-terminal_domain-containing_protein,myosin-H_heavy_protein",1
"Carbohydrate-binding_X8_domain_superfamily_protein,Protein_kinase_superfamily_protein,RNI-like_superfamily_protein",1
"Chalcone_and_stilbene_synthase_family_protein,ATP-binding_cassette_A1,Ha412HOChr11g0483131",1
"Concanavalin_A-like_lectin_protein_kinase_family_protein,Ha412HOChr03g0111621,Concanavalin_A-like_lectin_protein_kinase_family_protein",1
"Concanavalin_A-like_lectin_protein_kinase_family_protein,Protein_kinase_superfamily_protein",1
"Concanavalin_A-like_lectin_protein_kinase_family_protein,auxin_response_factor_8",1
"Copper_amine_oxidase_family_protein,cytochrome_P450,_family_706,_subfamily_A,_polypeptide_6,Copper_amine_oxidase_family_protein",1
"Cornichon_family_protein,uv-b-insensitive_4,nicotinamidase_2,Pentatricopeptide_repeat_(PPR)_superfamily_protein",1
"Cyclin-like_family_protein,UDP-glycosyltransferase_73B4,[LOW_BITSCORE]_uncharacterized_protein_AT4G23020,RNA-binding_(RRM/RBD/RNP_motifs)_family_protein,chloroplast_RNA_binding_protein",1
"Cyclophilin-like_peptidyl-prolyl_cis-trans_isomerase_family_protein,Plasma-membrane_choline_transporter_family_protein,[LOW_BITSCORE]_dicarboxylate_transport_2.1",1
"Cysteine/Histidine-rich_C1_domain_family_protein,Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein,villin_2,F-box_family_protein",1
"Cysteine/Histidine-rich_C1_domain_family_protein,ribosomal_protein_5A,[LOW_BITSCORE]_Sec23/Sec24_protein_transport_family_protein,Ha412HOChr02g0085441,Cysteine/Histidine-rich_C1_domain_family_protein,Cysteine/Histidine-rich_C1_domain_family_protein,Cysteine/Histidine-rich_C1_domain_family_protein,uncharacterized_protein_AT5G18130,sterol_O-acyltransferase,_putative_(DUF1639),[LOW_BITSCORE]_plant_VAP_homolog_12",1
"Cysteine_proteinases_superfamily_protein",1
"Cysteine_proteinases_superfamily_protein,Cysteine_proteinases_superfamily_protein,P-glycoprotein_18,ABC_transporter_family_protein,P-glycoprotein_18,Leucine-rich_repeat_protein_kinase_family_protein,RING_domain_ligase2,Rhodanese/Cell_cycle_control_phosphatase_superfamily_protein,cytochrome_P450,_family_71,_subfamily_A,_polypeptide_25",1
"Cysteinyl-tRNA_synthetase,_class_Ia_family_protein,Cysteinyl-tRNA_synthetase,_class_Ia_family_protein,Cysteinyl-tRNA_synthetase,_class_Ia_family_protein,hypothetical_protein_(DUF1639),[LOW_BITSCORE]_Leucine-rich_repeat_receptor-like_protein_kinase_family_protein,basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein,[LOW_BITSCORE]_reversibly_glycosylated_polypeptide_1,basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein,Thioesterase_superfamily_protein,Adenine_nucleotide_alpha_hydrolases-like_superfamily_protein",1
"D-3-phosphoglycerate_dehydrogenase,[LOW_BITSCORE]_Putative_lysine_decarboxylase_family_protein",1
"D-aminoacid_aminotransferase-like_PLP-dependent_enzymes_superfamily_protein,RmlC-like_cupins_superfamily_protein",1
"D111/G-patch_domain-containing_protein,cysteine-rich_RECEPTOR-like_kinase,glycine-tRNA_ligase,DNA_topoisomerase,_type_IA,_core",1
"D111/G-patch_domain-containing_protein,uncharacterized_protein_AT2G27830",1
"DA1,Methyltransferase_MT-A70_family_protein,geranylgeranyl_pyrophosphate_synthase_1,Ha412HOChr08g0368651",1
"DNA-directed_RNA_polymerase_II,global_transcription_factor_group_E3,Pyridoxal_phosphate_(PLP)-dependent_transferases_superfamily_protein,uncharacterized_protein_AT3G49720,[LOW_BITSCORE]_uncharacterized_protein_AT2G27270",1
"DNAJ-like_20,[LOW_BITSCORE]_cytochrome_P450,_family_76,_subfamily_C,_polypeptide_2",1
"DNAJ_heat_shock_N-terminal_domain-containing_protein,Formyl_transferase",1
"DNAJ_heat_shock_N-terminal_domain-containing_protein,auxin_response_factor_9",1
"DNA_double-strand_break_repair_protein",1
"DNA_ligase",1
"DNA_ligase-like_protein,_putative_(DUF1645)",1
"DUF309_domain_protein,phosphatidylinositol_4-kinase_gamma-like_protein,hydroxyproline-rich_glycoprotein_family_protein,global_transcription_factor_group_B1,RING-H2_finger_C1A,calmodulin_7,MATE_efflux_family_protein,[LOW_BITSCORE]_acyl-activating_enzyme_17,DHHC-type_zinc_finger_family_protein,small_and_basic_intrinsic_protein_2;1,NADH:cytochrome_B5_reductase_1,[LOW_BITSCORE]_HSP70-interacting_protein_1,PQ-loop_repeat_family_protein_/_transmembrane_family_protein,ARF_GAP-like_zinc_finger-containing_protein_ZIGA4,RHOMBOID-like_1,Core-2/I-branching_beta-1,6-N-acetylglucosaminyltransferase_family_protein,Ribonuclease_II/R_family_protein",1
"DUF946_family_protein_(DUF946),DUF946_family_protein_(DUF946),Cytochrome_b561/ferric_reductase_transmembrane_protein_family,homeobox_protein_knotted-1-like_3",1
"DUF946_family_protein_(DUF946),DUF946_family_protein_(DUF946),Cytochrome_b561/ferric_reductase_transmembrane_protein_family,homeobox_protein_knotted-1-like_3,translocase_11,[LOW_BITSCORE]_BEACH-DOMAIN_HOMOLOG_A1,[LOW_BITSCORE]_Transmembrane_protein_97,_Putative,sulfate_transporter_1;3,[LOW_BITSCORE]_Ribosomal_protein_S4",1
"Diacylglycerol_kinase_family_protein",1
"Disease_resistance_protein_(CC-NBS-LRR_class)_family",1
"Disease_resistance_protein_(CC-NBS-LRR_class)_family,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Leucine-rich_repeat_transmembrane_protein_kinase",1
"Disease_resistance_protein_(CC-NBS-LRR_class)_family,magnesium_transporter,_putative_(DUF803),Inorganic_H_pyrophosphatase_family_protein",1
"Disease_resistance_protein_(TIR-NBS-LRR_class)_family,Cysteine_proteinases_superfamily_protein,no_pollen_germination_related_2,embryo_sac_development_arrest_protein,ATP_citrate_lyase_(ACL)_family_protein",1
"DnaJ_(DUF3353),threonine_aldolase_1,Class_II_aaRS_and_biotin_synthetases_superfamily_protein,Transcription_factor_jumonji_(jmj)_family_protein_/_zinc_finger_(C5HC2_type)_family_protein",1
"Drought-responsive_family_protein",1
"Duplicated_homeodomain-like_superfamily_protein",1
"ENHANCED_DOWNY_MILDEW_2,ENHANCED_DOWNY_MILDEW_2,protein_phosphatase_X_2,lipid-binding_serum_glycoprotein_family_protein",1
"EXORDIUM_like_2",1
"EXORDIUM_like_2,EXORDIUM_like_2",1
