"GeneIDs","count"
"Integral_membrane_Yip1_family_protein,DHFS-FPGS_homolog_B,Ha412HOChr08g0343741,Transducin/WD40_repeat-like_superfamily_protein,DA1-related_protein_2,RAB_GTPase_homolog_A2B,[LOW_BITSCORE]_Preprotein_translocase_SecA_family_protein",5
"Integrase-type_DNA-binding_superfamily_protein,[LOW_BITSCORE]_cytochrome_c_biogenesis_protein_family",5
"KH_domain-containing_protein_/_zinc_finger_(CCCH_type)_family_protein,protein_N-terminal_asparagine_amidohydrolase_family_protein,HhH-GPD_base_excision_DNA_repair_family_protein,[LOW_BITSCORE]_N2,N2-dimethylguanosine_tRNA_methyltransferase,proline-rich_family_protein",5
"KTI12-like,_chromatin_associated_protein,[LOW_BITSCORE]_carboxyesterase_5,Pentatricopeptide_repeat_(PPR)_superfamily_protein",5
"Lactoylglutathione_lyase_/_glyoxalase_I_family_protein,Ha412HOChr10g0446221,Uncharacterized_protein_AT2G41830,ozone-responsive_stress-like_protein_(DUF1138),imidazolonepropionase_(Protein_of_unknown_function,_DUF642)",5
"Leucine-rich_repeat_protein_kinase_family_protein,cysteine-rich_RLK_(RECEPTOR-like_protein_kinase)_29,Leucine-rich_repeat_protein_kinase_family_protein,Ha412HOChr14g0651661",5
"MAP_kinase_15,P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein",5
"Major_facilitator_superfamily_protein,eukaryotic_translation_initiation_factor_2_(eIF-2)_family_protein,[LOW_BITSCORE]_VQ_motif-containing_protein,sequence-specific_DNA_binding_transcription_factor",5
"Mitochondrial_substrate_carrier_family_protein,alpha-soluble_NSF_attachment_protein_2",5
"N-acetyl-l-glutamate_synthase_1,F-box_and_associated_interaction_domains-containing_protein",5
"NAC_007",5
"NAC_domain_containing_protein_75,[LOW_BITSCORE]_C2H2_zinc-finger_protein_SERRATE_(SE)",5
"NADH_dehydrogenase_ubiquinone_1_beta_subcomplex_subunit,[LOW_BITSCORE]_E6-like_protein,[LOW_BITSCORE]_histone_acetyltransferase_of_the_CBP_family_2",5
"NAP1-related_protein_2,HVA22_homologue_A,Ha412HOChr09g0421091,TEOSINTE_BRANCHED,_cycloidea_and_PCF_(TCP)_14",5
"NB-ARC_domain-containing_disease_resistance_protein",5
"NIN_like_protein_7",5
"NmrA-like_negative_transcriptional_regulator_family_protein,[LOW_BITSCORE]_uncharacterized_protein_AT5G42785",5
"Nucleotide/sugar_transporter_family_protein",5
"O-acetylserine_(thiol)_lyase_(OAS-TL)_isoform_A1,with_no_lysine_(K)_kinase_1,[LOW_BITSCORE]_Protein_kinase_superfamily_protein",5
"OBF-binding_protein_3,[LOW_BITSCORE]_cytochrome_c_oxidase_15",5
"OBF-binding_protein_3,[LOW_BITSCORE]_cytochrome_c_oxidase_15,uncharacterized_protein_AT2G28840,uncharacterized_protein_AT2G28840",5
"PENTATRICOPEPTIDE_REPEAT_596,chloroplast_RNA_binding_protein,F-box_family_protein,dual_specificity_protein_phosphatase-like_protein,CDPK-related_kinase_1",5
"Pathogenesis-related_thaumatin_superfamily_protein,Cyclophilin-like_peptidyl-prolyl_cis-trans_isomerase_family_protein,Plasma-membrane_choline_transporter_family_protein,[LOW_BITSCORE]_dicarboxylate_transport_2.1",5
"Pectate_lyase_family_protein,Pyridoxal-5'-phosphate-dependent_enzyme_family_protein",5
"Pectin_lyase-like_superfamily_protein,Protein_phosphatase_2A_regulatory_B_subunit_family_protein",5
"Pentatricopeptide_repeat_(PPR)_superfamily_protein,SLOW_GROWTH_1,Ribosomal_protein_L35,casein_kinase_I-like_4",5
"Phosphatidylinositol_3-_and_4-kinase_family_protein,dynamin-like_protein,[LOW_BITSCORE]_zinc_knuckle_(CCHC-type)_family_protein",5
"Phosphoglycerate_mutase_family_protein,[LOW_BITSCORE]_uncharacterized_protein_AT1G22750",5
"Phototropic-responsive_NPH3_family_protein,Ha412HOChr14g0671491",5
"Plant_regulator_RWP-RK_family_protein,Patched_family_protein,[LOW_BITSCORE]_FAD-dependent_oxidoreductase_family_protein",5
"Plant_transposase_(Ptta/En/Spm_family),[LOW_BITSCORE]_C2H2-type_zinc_finger_family_protein",5
"Pleckstrin_homology_(PH)_and_lipid-binding_START_domains-containing_protein",5
"Protein_kinase_superfamily_protein,FGGY_family_of_carbohydrate_kinase,Zinc_finger_C-x8-C-x5-C-x3-H_type_family_protein,[LOW_BITSCORE]_RNA-dependent_RNA_polymerase_1,[LOW_BITSCORE]_MEI2-like_protein_5,transcriptional_regulator_ATRX-like_protein,succinate_dehydrogenase_2-2",5
"Protein_kinase_superfamily_protein,Ha412HOChr11g0489231,cobalt_ion_binding_protein,global_transcription_factor_group_E4,[LOW_BITSCORE]_Nuclear_transport_factor_2_(NTF2)_family_protein_with_RNA_binding_(RRM-RBD-RNP_motifs)_domain-containing_protein",5
"Protein_kinase_superfamily_protein,Xanthine/uracil_permease_family_protein",5
"Putative_AT-hook_DNA-binding_family_protein,PLC-like_phosphodiesterases_superfamily_protein",5
"R3H_domain_protein,ELKS/Rab6-interacting/CAST_family_protein,REF4-related_1",5
"RAB_GTPase_homolog_1C,Plant_VAMP_(vesicle-associated_membrane_protein)_family_protein,Protein_kinase_superfamily_protein,BAX_inhibitor_1",5
"RAC-like_3,high-affinity_nickel-transport_family_protein",5
"RING/U-box_superfamily_protein,RING/U-box_superfamily_protein",5
"RING/U-box_superfamily_protein,hexokinase_2,Ribosomal_protein_S11_family_protein,RING/U-box_superfamily_protein,[LOW_BITSCORE]_SART-1_family",5
"RING/U-box_superfamily_protein,plant_U-box_26,[LOW_BITSCORE]_Major_facilitator_superfamily_protein",5
"RING/U-box_superfamily_protein,uncharacterized_protein_AT5G57740,Acyl-CoA_N-acyltransferases_(NAT)_superfamily_protein,fumarylacetoacetase,Ha412HOChr06g0269361,Fatty_acid_hydroxylase_superfamily",5
"RNA-binding_(RRM/RBD/RNP_motifs)_family_protein",5
"RNA-binding_protein_47B,E1_C-terminal_related_1,glutamine-tRNA_ligase,_putative_/_glutaminyl-tRNA_synthetase,_putative_/_GlnRS,calmodulin-binding_protein_(DUF1645)",5
"Receptor-like_protein_kinase-related_family_protein,Receptor-like_protein_kinase-related_family_protein",5
"Rhamnogalacturonate_lyase_family_protein,TRAF-type_zinc_finger-like_protein",5
"Ribosomal_protein_S5_domain_2-like_superfamily_protein,RNA-binding_KH_domain-containing_protein,Translation_elongation_factor_EF1B,_gamma_chain",5
"Rubber_elongation_factor_protein_(REF),[LOW_BITSCORE]_Transducin/WD40_repeat-like_superfamily_protein,myb_domain_protein_12",5
"S-adenosyl-L-methionine-dependent_methyltransferases_superfamily_protein,Aldolase-type_TIM_barrel_family_protein",5
"S-locus_lectin_protein_kinase_family_protein,S-locus_lectin_protein_kinase_family_protein,[LOW_BITSCORE]_RNA-binding_(RRM/RBD/RNP_motifs)_family_protein,S-locus_lectin_protein_kinase_family_protein,S-locus_lectin_protein_kinase_family_protein",5
"SAGA-associated_factor-like_protein",5
"SAUR-like_auxin-responsive_protein_family,ZIP_metal_ion_transporter_family",5
"SER/ARG-rich_protein_34A,Late_embryogenesis_abundant_(LEA)_protein-like_protein,RNA_polymerase_II_degradation_factor",5
"SHI-related_sequence_5",5
"SU(VAR)3-9_homolog_9",5
"Sec14p-like_phosphatidylinositol_transfer_family_protein,Ribonuclease_H-like_superfamily_protein,RNA-directed_DNA_polymerase_(reverse_transcriptase)-related_family_protein,[LOW_BITSCORE]_Zinc_finger,_C3HC4_type_(RING_finger)_family_protein,KAR-UP_F-box_1,RmlC-like_cupins_superfamily_protein,RmlC-like_cupins_superfamily_protein",5
"Sec14p-like_phosphatidylinositol_transfer_family_protein,uncharacterized_protein_AT1G06320",5
"Seven_transmembrane_MLO_family_protein,Leucine-rich_repeat_transmembrane_protein_kinase_family_protein,Glycosyl_hydrolase_family_38_protein,Heat_shock_protein_70_(Hsp_70)_family_protein,heat_shock_protein_70,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,ascorbate_peroxidase_3",5
"Survival_protein_SurE-like_phosphatase/nucleotidase,Survival_protein_SurE-like_phosphatase/nucleotidase,phytochrome_interacting_factor_3",5
"TCP_family_transcription_factor,TCP_family_transcription_factor",5
"Tesmin/TSO1-like_CXC_domain-containing_protein,serine/arginine_repetitive_matrix_protein,_putative_(DUF936)",5
"Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Thioredoxin_superfamily_protein",5
"Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,lysyl-tRNA_synthetase_1,NFU_domain_protein_3,Leucine-rich_repeat_transmembrane_protein_kinase",5
"Thioredoxin_superfamily_protein,Pentatricopeptide_repeat_(PPR)_superfamily_protein,Ha412HOChr15g0720041",5
"Transmembrane_amino_acid_transporter_family_protein,ARM_repeat_superfamily_protein",5
"Transmembrane_amino_acid_transporter_family_protein,Phosphatidate_cytidylyltransferase_family_protein",5
"Tudor/PWWP/MBT_superfamily_protein,acyl-CoA_binding_protein_4,Photosystem_II_reaction_center_PsbP_family_protein,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein",5
"UDP-glucosyl_transferase_73B5,[LOW_BITSCORE]_LOB_domain-containing_protein_22",5
"Ubiquitin-like_superfamily_protein",5
"WRKY_DNA-binding_protein_7",5
"Xanthine/uracil_permease_family_protein,Pyridoxal_phosphate_(PLP)-dependent_transferases_superfamily_protein",5
"[LOW_BITSCORE]_B-block-binding_subunit_of_TFIIIC_protein,thiaminC,Ha412HOChr01g0012841,basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein,basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein,basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein,basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein",5
"[LOW_BITSCORE]_Calcineurin-like_metallo-phosphoesterase_superfamily_protein",5
"[LOW_BITSCORE]_Calcium-binding_EF-hand_family_protein,cytochrome_P450,_family_71,_subfamily_B,_polypeptide_34,zinc/iron-chelating_domain_protein",5
"[LOW_BITSCORE]_Cysteine/Histidine-rich_C1_domain_family_protein",5
"[LOW_BITSCORE]_DNA_binding_protein,beta-1,4-N-acetylglucosaminyltransferase_family_protein,[LOW_BITSCORE]_Clathrin_light_chain_protein,lysine_ketoglutarate_reductase_trans-splicing_protein_(DUF707)",5
"[LOW_BITSCORE]_Fes1B,[LOW_BITSCORE]_ubiquitin_conjugating_enzyme_9",5
"[LOW_BITSCORE]_GroES-like_zinc-binding_dehydrogenase_family_protein,Bifunctional_inhibitor/lipid-transfer_protein/seed_storage_2S_albumin_superfamily_protein",5
"[LOW_BITSCORE]_Leucine-rich_repeat_protein_kinase_family_protein,[LOW_BITSCORE]_lateral_signaling_target-like_protein_(Protein_of_unknown_function,_DUF593)",5
"[LOW_BITSCORE]_NAC_domain_containing_protein_83",5
"[LOW_BITSCORE]_PH-response_transcription_factor,cellulose_synthase-like_B3,cellulose_synthase-like_B,cellulose_synthase-like_B4,Ha412HOChr16g0758161",5
"[LOW_BITSCORE]_Pyridoxal_phosphate_(PLP)-dependent_transferases_superfamily_protein",5
"[LOW_BITSCORE]_RNA-binding_KH_domain-containing_protein,Disease_resistance_protein_(CC-NBS-LRR_class)_family,fatty_acid_desaturase_8,terpene_synthase_21,Protein_kinase_superfamily_protein",5
"[LOW_BITSCORE]_RNA-directed_DNA_polymerase_(reverse_transcriptase)-related_family_protein",5
"[LOW_BITSCORE]_Sec14p-like_phosphatidylinositol_transfer_family_protein,[LOW_BITSCORE]_uncharacterized_protein_AT5G59360,[LOW_BITSCORE]_zinc_ion_binding_protein",5
"[LOW_BITSCORE]_Stress_responsive_alpha-beta_barrel_domain_protein,[LOW_BITSCORE]_Cysteine/Histidine-rich_C1_domain_family_protein,ADP-ribosylation_factor_3,CONSTANS-like_3",5
"[LOW_BITSCORE]_Ta11-like_non-LTR_retrotransposon,[LOW_BITSCORE]_glycine-rich_RNA-binding_protein_5,[LOW_BITSCORE]_glycine-rich_RNA-binding_protein_5,B3_domain_protein,_putative_(DUF313),B3_domain_protein,_putative_(DUF313),WPP_domain-interacting_protein_2,B3_domain_protein_(DUF313),Chaperone_protein_htpG_family_protein,Putative_N-acetyl-gamma-glutamyl-phosphate_reductase",5
"[LOW_BITSCORE]_U5_small_nuclear_ribonucleoprotein_helicase,Ribosomal_protein_S5/Elongation_factor_G/III/V_family_protein",5
"[LOW_BITSCORE]_VASCULAR-RELATED_NAC-DOMAIN_6,Aconitase/3-isopropylmalate_dehydratase_protein,Pollen_Ole_e_1_allergen_and_extensin_family_protein,Pollen_Ole_e_1_allergen_and_extensin_family_protein,Pollen_Ole_e_1_allergen_and_extensin_family_protein",5
"[LOW_BITSCORE]_auxin_transport_protein_(BIG)",5
"[LOW_BITSCORE]_cell_division_cycle_48C,RNA-binding_(RRM/RBD/RNP_motifs)_family_protein,Ha412HOChr15g0725401",5
"[LOW_BITSCORE]_cellulose_synthase-like_D1,Protein_kinase_superfamily_protein",5
"[LOW_BITSCORE]_centromere_protein_X",5
"[LOW_BITSCORE]_cofactor_of_nitrate_reductase_and_xanthine_dehydrogenase_2,late_embryogenesis_abundant_protein-related_/_LEA_protein-like_protein",5
"[LOW_BITSCORE]_cytochrome_P450,_family_81,_subfamily_F,_polypeptide_3",5
"[LOW_BITSCORE]_cytochrome_P450,_family_86,_subfamily_C,_polypeptide_1,[LOW_BITSCORE]_binding_protein",5
"[LOW_BITSCORE]_cytochrome_P450,_family_90,_subfamily_D,_polypeptide_1",5
"[LOW_BITSCORE]_dicarboxylate_diiron_protein,_putative_(Crd1),F-box_and_associated_interaction_domains-containing_protein,ribosomal_protein_L23_(chloroplast),[LOW_BITSCORE]_wall-associated_receptor_kinase-like_protein,ribosomal_protein_L2_(chloroplast)",5
"[LOW_BITSCORE]_disease_resistance_protein_(TIR-NBS-LRR_class),[LOW_BITSCORE]_Subtilisin-like_serine_endopeptidase_family_protein,xyloglucan_endotransglucosylase/hydrolase_6,[LOW_BITSCORE]_AAA-type_ATPase_family_protein",5
"[LOW_BITSCORE]_farnesyl_diphosphate_synthase_2,[LOW_BITSCORE]_Galactose_oxidase/kelch_repeat_superfamily_protein,JmjC_domain_protein_JMJ24",5
"[LOW_BITSCORE]_golgi_snare_12",5
"[LOW_BITSCORE]_laccase_14,structural_maintenance_of_chromosomes_protein,Lipin_family_protein,[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein",5
"[LOW_BITSCORE]_methyltransferase,_putative_(DUF21),[LOW_BITSCORE]_ELM2_domain-containing_protein,uncharacterized_protein_AT4G00585,[LOW_BITSCORE]_SIGNAL_PEPTIDE_PEPTIDASE-LIKE_1,membrane-associated_progesterone_binding_protein_3",5
"[LOW_BITSCORE]_phospholipid/glycerol_acyltransferase_family_protein,Cyclophilin-like_peptidyl-prolyl_cis-trans_isomerase_family_protein",5
"[LOW_BITSCORE]_poly(A)-binding_protein_5",5
"[LOW_BITSCORE]_prephenate_dehydratase_1,Ribosomal_protein_L18e/L15_superfamily_protein",5
"[LOW_BITSCORE]_purine_permease_17,[LOW_BITSCORE]_piezo-type_mechanosensitive_ion_channel_component",5
"[LOW_BITSCORE]_syringolide-induced_protein,PHD_finger_family_protein_/_SWIB_complex_BAF60b_domain-containing_protein_/_GYF_domain-containing_protein,[LOW_BITSCORE]_Amino_acid_permease_family_protein",5
"[LOW_BITSCORE]_zinc_finger_homeodomain_1,Polyketide_cyclase/dehydrase_and_lipid_transport_superfamily_protein,Polyketide_cyclase/dehydrase_and_lipid_transport_superfamily_protein",5
"actin_depolymerizing_factor_3",5
"adenosine_kinase,Calcium-dependent_phosphotriesterase_superfamily_protein,RAB_geranylgeranyl_transferase_beta_subunit_1,[LOW_BITSCORE]_multidrug_resistance-associated_protein_3,Protein_phosphatase_2C_family_protein,[LOW_BITSCORE]_Galactose_oxidase/kelch_repeat_superfamily_protein",5
"arginine/serine-rich_splicing_factor_35,Peptidase_family_M48_family_protein",5
"aspartic_proteinase_A1",5
"autoinhibited_Ca2+-ATPase_11,[LOW_BITSCORE]_RING/U-box_superfamily_protein,60S_acidic_ribosomal_protein_family",5
"autophagy_18h-like_protein,ROP_binding_protein_kinases_2",5
"basic_helix-loop-helix_(bHLH)_DNA-binding_superfamily_protein,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Inositol_1,3,4-trisphosphate_5/6-kinase_family_protein",5
"beta-fructofuranosidase_5,Ha412HOChr17g0811281,Mitochondrial_substrate_carrier_family_protein,[LOW_BITSCORE]_inosine-uridine_preferring_nucleoside_hydrolase_family_protein,[LOW_BITSCORE]_ALBINO_OR_PALE-GREEN_13",5
"beta-ureidopropionase,H[+]-ATPase_9",5
"branched-chain_amino_acid_aminotransferase_5_/_branched-chain_amino_acid_transaminase_5_(BCAT5)",5
"calmodulin-binding_family_protein,casein_kinase_1,SRP72_RNA-binding_domain-containing_protein,Protein_kinase_superfamily_protein,eukaryotic_translation_initiation_factor_4A1,DEAD-box_ATP-dependent_RNA_helicase,recA_DNA_recombination_family_protein,F-box_associated_ubiquitination_effector_family_protein,CRS1_/_YhbY_(CRM)_domain-containing_protein,bromodomain_protein_(DUF761)",5
"calmodulin_(CAM)-binding_protein_of_25_kDa,[LOW_BITSCORE]_scarecrow-like_5",5
"carbon-sulfur_lyase,ATP-dependent_RNA_helicase,NADH-ubiquinone_dehydrogenase,structural_maintenance_of_chromosomes_protein,STELAR_K+_outward_rectifier",5
"carboxyesterase_18",5
"chloroplastic_lipocalin,root_UVB_sensitive_protein_(Protein_of_unknown_function,_DUF647),[LOW_BITSCORE]_LOW_protein:_E3_ubiquitin_ligase-like_protein,myristoyl-CoA:protein_N-myristoyltransferase,purple_acid_phosphatase_18",5
"copper/zinc_superoxide_dismutase_1,RGPR-like_protein,[LOW_BITSCORE]_DNAJ_homologue_2",5
"copper_ion_binding_/_methyltransferase,[LOW_BITSCORE]_plasma_membrane_H+-ATPase,Protein_kinase_superfamily_protein,Ha412HOChr05g0226781",5
"cyclin_a2;1,2Fe-2S_ferredoxin-like_superfamily_protein,Major_facilitator_superfamily_protein",5
"cytokinin-responsive_gata_factor_1,[LOW_BITSCORE]_WAS/WASL-interacting_family_protein,Alkaline-phosphatase-like_family_protein,cytidine_deaminase_1,AGC_(cAMP-dependent,_cGMP-dependent_and_protein_kinase_C)_kinase_family_protein,fanconi_anemia_group_E_protein_FANCE_protein,ACC_oxidase_1",5
"cytokinin_oxidase_7",5
"disease_resistance_family_protein_/_LRR_family_protein,evolutionarily_conserved_C-terminal_region_7",5
"disease_resistance_protein_(TIR-NBS-LRR_class),[LOW_BITSCORE]_mitogen-activated_protein_kinase_kinase_3,[LOW_BITSCORE]_translation_initiation_factor,[LOW_BITSCORE]_Dof-type_zinc_finger_DNA-binding_family_protein",5
"elongation_factor_G,_putative_(DUF668)",5
"ethylene-responsive_element_binding_factor_13",5
"fatty_acid_reductase_5,fatty_acid_reductase_4",5
"geranyl_diphosphate_synthase_1",5
"geranylgeranyl_reductase",5
"gibberellin_2-oxidase,[LOW_BITSCORE]_SNF2_domain-containing_protein_/_helicase_domain-containing_protein_/_zinc_finger_protein-like_protein,Nucleic_acid-binding,_OB-fold-like_protein",5
"glucan_synthase-like_12",5
"glycosyltransferase_family_protein_(DUF23),protein_phosphatase_2A-2",5
"glyoxal_oxidase-related_protein",5
"guanosine_nucleotide_diphosphate_dissociation_inhibitor_1,K-box_region_and_MADS-box_transcription_factor_family_protein",5
"hapless_2,E3_ubiquitin-protein_ligase",5
"hercules_receptor_kinase_1,Malectin/receptor-like_protein_kinase_family_protein,hercules_receptor_kinase_1,Protein_kinase_superfamily_protein,Malectin/receptor-like_protein_kinase_family_protein,Protein_kinase_superfamily_protein,[LOW_BITSCORE]_glutamate_receptor_2.2,Protein_kinase_superfamily_protein,Ha412HOChr11g0531871",5
"high-affinity_K+_transporter_1",5
"histidine_kinase_2,F-box_and_associated_interaction_domains-containing_protein,Ha412HOChr12g0560861,nuclear_pore_complex_protein_(DUF3414),[LOW_BITSCORE]_ARM_repeat_superfamily_protein",5
"histone-lysine_N-methyltransferase_ASHH3,TLD-domain_containing_nucleolar_protein",5
"hydroxyproline-rich_glycoprotein_family_protein,[LOW_BITSCORE]_uncharacterized_protein_AT5G30520",5
"hypothetical_protein_(DUF674),hypothetical_protein_(DUF674)",5
"inositol_transporter_1",5
"interferon-activable_protein,translocon_at_the_outer_membrane_of_chloroplasts_64-V,[LOW_BITSCORE]_Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,[LOW_BITSCORE]_Transducin/WD40_repeat-like_superfamily_protein",5
"intracellular_protein_transporter,_putative_(DUF641),SecY_protein_transport_family_protein,Ha412HOChr16g0783771,Ubiquitin_domain-containing_protein,AAA-type_ATPase_family_protein",5
"kinase_associated_protein_phosphatase,Glycolipid_transfer_protein_(GLTP)_family_protein",5
"kinase_with_adenine_nucleotide_alpha_hydrolases-like_domain-containing_protein,Transducin/WD40_repeat-like_superfamily_protein,Protein_kinase_superfamily_protein",5
"kinesin-like_protein_1,terpene_synthase_14,[LOW_BITSCORE]_MA3_domain-containing_protein",5
"late_embryogenesis_abundant_protein-related_/_LEA_protein-like_protein,PEBP_(phosphatidylethanolamine-binding_protein)_family_protein,GC-rich_sequence_DNA-binding_factor-like_protein_with_Tuftelin_interacting_domain-containing_protein,BCL-2-associated_athanogene_4,hypothetical_protein_(DUF688),RGA-like_2,[LOW_BITSCORE]_poly(A)_binding_protein_2",5
"long-chain_acyl-CoA_synthetase_7",5
"long-chain_base_(LCB)_kinase_1,Ha412HOChr11g0517491,MAP_kinase_6,APO_RNA-binding_protein_(DUF794)",5
"mediator_of_RNA_polymerase_II_transcription_subunit_15a-like_protein,cystathionine_beta-lyase,mediator_of_RNA_polymerase_II_transcription_subunit_15a-like_protein,mediator_of_RNA_polymerase_II_transcription_subunit_15a-like_protein",5
"membrane-associated_kinase_regulator",5
"microsomal_glutathione_s-transferase,[LOW_BITSCORE]_XH/XS_domain-containing_protein,NDR1/HIN1-like_25,FTSH_protease_6,AMP-dependent_synthetase_and_ligase_family_protein,NC_domain-containing_protein-like_protein,Nucleotide-diphospho-sugar_transferase_family_protein",5
"multidrug_resistance-associated_protein_2,damaged_DNA_binding_protein_1A,Integrase-type_DNA-binding_superfamily_protein,myosin_heavy_chain-like_protein",5
"myb_domain_protein_r1,GroES-like_zinc-binding_alcohol_dehydrogenase_family_protein",5
"myosin_family_protein_with_Dil,[LOW_BITSCORE]_MAP_kinase_19,Transducin/WD40_repeat-like_superfamily_protein,FAD-binding_Berberine_family_protein",5
"nuclear_assembly_factor_1,[LOW_BITSCORE]_poly(A)_binding_protein_4,RNA_polymerase_beta''_subunit_(chloroplast)",5
"nuclease,Aminotransferase-like,_plant_mobile_domain_family_protein,Pathogenesis-related_thaumatin_superfamily_protein",5
"nucleoporin_protein_Ndc1-Nup_protein,uncharacterized_protein_AT1G28150,F-box_family_protein",5
"nucleotidyltransferase",5
"peroxidase_superfamily_protein,peroxidase_superfamily_protein,Thioredoxin_superfamily_protein",5
"peroxin_13,ribosomal_protein_L5,[LOW_BITSCORE]_SEUSS-like_2,mediator_of_RNA_polymerase_II_transcription_subunit_19a-like_protein,FRIGIDA-like_protein,[LOW_BITSCORE]_F-box_and_associated_interaction_domains-containing_protein",5
"phosphate_transporter_1;3,phosphate_transporter_1;4,phosphate_transporter_1;7",5
"phosphatidylinositol_synthase_1,Plant_self-incompatibility_protein_S1_family,Ha412HOChr10g0456621,[LOW_BITSCORE]_binding_protein,[LOW_BITSCORE]_F-box_and_associated_interaction_domains-containing_protein",5
"phosphoinositide_4-kinase_gamma_7,uncharacterized_protein_AT1G13650",5
"phospholipid:diacylglycerol_acyltransferase,Pyridoxamine_5'-phosphate_oxidase_family_protein,Ha412HOChr02g0049261,Ha412HOChr02g0049271,actin_binding_protein_family,poly(A)_binding_protein_2",5
"plant_U-box_9,AGC_(cAMP-dependent,_cGMP-dependent_and_protein_kinase_C)_kinase_family_protein",5
"polyol/monosaccharide_transporter_5,Ha412HOChr12g0561781,[LOW_BITSCORE]_alpha/beta-Hydrolases_superfamily_protein,[LOW_BITSCORE]_MBOAT_(membrane_bound_O-acyl_transferase)_family_protein",5
"pre-mRNA-splicing_factor",5
"protein_phosphatase_2A-4,Major_facilitator_superfamily_protein,SNF7_family_protein,RING/U-box_superfamily_protein,cytochrome_p450,_family_71,_subfamily_B,_polypeptide_11",5
"pyrimidine_1,Peroxisomal_membrane_22_kDa_(Mpv17/PMP22)_family_protein,myb_domain_protein_52",5
"pyrimidine_1,glutamine_synthetase_1.3,flower-specific,_phytochrome-associated_protein_phosphatase_3,WHIRLY_2,CTP_synthase_family_protein",5
"receptor_like_protein_29,protein_phosphatase_5.2,cytochrome_P450,_family_72,_subfamily_A,_polypeptide_15",5
"receptor_like_protein_46,receptor_like_protein_46,[LOW_BITSCORE]_Reticulon_family_protein,F-box_and_associated_interaction_domains-containing_protein",5
"ribosomal_protein_S2,myosin_1,EARLY_FLOWERING_protein",5
"sphingomyelin_phosphodiesterase",5
"sulfate_transporter_91,Ha412HOChr17g0853181,P-loop_containing_nucleoside_triphosphate_hydrolases_superfamily_protein,[LOW_BITSCORE]_transducin_family_protein_/_WD-40_repeat_family_protein",5
"sumo_conjugation_enzyme_1",5
"syntaxin_of_plants_124,FTSH_protease_4,[LOW_BITSCORE]_Pollen_Ole_e_1_allergen_and_extensin_family_protein,cytochrome_P450,_family_79,_subfamily_B,_polypeptide_2",5
"tetratricopetide-repeat_thioredoxin-like_1,splicing_regulatory_glutamine/lysine-rich-like_protein,integral_membrane_metal-binding_family_protein_(DUF2296)",5
"transcription_factor-like_protein,xylem_bark_cysteine_peptidase_3",5
"translocon_at_the_outer_membrane_of_chloroplasts_64-III,[LOW_BITSCORE]_uncharacterized_protein_AT5G66000",5
"transmembrane_protein,_putative_(DUF247),pre-rRNA-processing_TSR1-like_protein,Pentatricopeptide_repeat_(PPR)_superfamily_protein,Tetratricopeptide_repeat_(TPR)-like_superfamily_protein,Vacuolar_ATPase_assembly_integral_membrane_protein_VMA21-like_domain-containing_protein",5
"transmembrane_protein,_putative_(DUF247),transmembrane_protein,_putative_(DUF247),transmembrane_protein,_putative_(DUF247),HAUS_augmin-like_complex_subunit",5
"trimethylguanosine_synthase_(DUF707)",5
"ubiquitin-specific_protease_8,strictosidine_synthase-like_3",5
"uncharacterized_protein_AT1G73470,Calcium-dependent_lipid-binding_(CaLB_domain)_family_protein",5
"uncharacterized_protein_AT2G18680,[LOW_BITSCORE]_UB-like_protease_1A",5
"uncharacterized_protein_AT2G33847,Eukaryotic_translation_initiation_factor_3_subunit_7_(eIF-3)",5
"uncharacterized_protein_AT3G52710",5
"uncharacterized_protein_AT3G52710,Thioredoxin_family_protein,Protein_kinase_superfamily_protein,Protein_kinase_superfamily_protein",5
"uncharacterized_protein_AT4G16695,phosphatidylserine_decarboxylase_1,sphingomyelin_phosphodiesterase",5
"uncharacterized_protein_AT4G39235,Clathrin_adaptor_complex_small_chain_family_protein,Vacuolar_sorting_protein_39",5
"uncharacterized_protein_AT5G19570,proteolysis_6,glutathione_S-transferase_tau_7,glutathione_S-transferase_TAU_8,glutathione_S-transferase_tau_7",5
"uncharacterized_protein_AT5G59080,UDP-Glycosyltransferase_superfamily_protein,[LOW_BITSCORE]_Ctr_copper_transporter_family,UDP-Glycosyltransferase_superfamily_protein",5
"uncoupling_protein_5",5
"wall-associated_kinase_2,wall-associated_kinase_2",5
"white-brown_complex-like_protein",5
"winged-helix_DNA-binding_transcription_factor_family_protein",5
"winged-helix_DNA-binding_transcription_factor_family_protein,Pentatricopeptide_repeat_(PPR-like)_superfamily_protein",5
"zinc_finger_(C2H2_type)_family_protein",5
